Year,OverallPick,Name,age,height,pos,COLLEGE,SEASON,ncaaG,ncaaMP,ncaaFGM,ncaaFGA,ncaaFGPER,ncaaM2PM,ncaa2PA,ncaa2PER,ncaa3PM,ncaa3PA,ncaa3PER,ncaaFTM,ncaaFTA,ncaaFTPER,ncaaTRB,ncaaAST,ncaaSTL,ncaaBLK,ncaaTOV,ncaaPF,ncaaPTS,nbaG,nbaMP,nbaPTS,nbaTRB,nbaAST,nbaFGPER,nba3PER,nbaFTPER,nbaMP_G,nbaPTS_G,nbaTRB_G,nbaAST_G,nbaWS,nbaWS_48,nbaBPM,nbaVORP
2006,17,Shawne Williams,20.137,81,Big,University of Memphis,2005-06,36,1002,6.2,15,0.416,4.3,8.8,0.489,1.9,6.1,0.312,4.6,5.8,0.786,8.9,2.7,2,2,,,18.9,314,5368,1769,945,220,0.403,0.339,0.755,17.1,5.6,3,0.7,6.7,0.06,-2,0
2006,36,Craig Smith,22.236,79,Big,Boston College,2005-06,36,1305,7.4,13,0.573,7.4,12.6,0.587,0,0.4,0.083,4.5,7,0.643,10.4,3.3,1.3,0.9,,,19.4,403,6826,3080,1567,322,0.553,0.037,0.661,16.9,7.6,3.9,0.8,16,0.113,-1.5,0.9
2006,29,Mardy Collins,21.333,78,Guard,Temple University,2005-06,32,1212,6.7,15.4,0.432,5.3,10.9,0.483,1.4,4.5,0.307,3,5,0.596,5,4.2,2.9,0.2,,,17.7,189,2771,742,336,327,0.38,0.299,0.599,14.7,3.9,1.8,1.7,-1.6,-0.027,-4.9,-2
2006,35,P.J. Tucker,21.059,77,Big,University of Texas at Austin,2005-06,37,1276,7.1,13.7,0.515,7,13.6,0.514,0.1,0.1,0.667,4.5,6,0.747,11.1,3.3,2.1,0.4,,,18.6,418,11642,3201,2388,651,0.432,0.351,0.751,27.9,7.7,5.7,1.6,21.1,0.087,1,8.7
2006,4,Tyrus Thomas,19.32,81,Big,Louisiana State University,2005-06,32,829,7.3,12.1,0.608,7.3,12,0.606,0,0,1,4.3,6.6,0.657,14.2,2,1.6,4.8,,,19.1,402,7932,3093,1938,347,0.438,0.235,0.732,19.7,7.7,4.8,0.9,13,0.078,-1.1,1.7
2006,57,Loukas Mavrokefalidis,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,38,Kosta Perovic,21.134,13,,,,,,,,,,,,,,,,,,,,,,,,,38,10,13,1,0.3,,0.667,5.4,1.4,1.9,0.1,0,0.06,-6.7,0,
2006,52,Guillermo Diaz,21.121,74,Guard,University of Miami,2005-06,34,1196,6.5,15.6,0.415,3.9,8.5,0.458,2.6,7.2,0.364,4,5.1,0.789,3.3,3.2,1.3,0.2,,,19.6,6,18,5,2,1,0.25,0,0.6,3,0.8,0.3,0.2,0,0.033,-5.9,0
2006,58,J.R. Pinnock,,77,Guard,George Washington University,2005-06,30,,,,0.485,,,0.563,,,0.275,,,0.709,,,,,,,,,,,,,,,,,,,,,,,
2006,19,Quincy Douby,22.048,75,Guard,Rutgers University,2005-06,33,1211,9.5,20.5,0.462,5.6,11,0.515,3.8,9.5,0.401,4.9,5.8,0.847,4.7,3.4,1.9,0.9,,,27.7,143,1535,588,152,93,0.389,0.312,0.884,10.7,4.1,1.1,0.7,0,0,-5.4,-1.3
2006,40,Denham Brown,,78,Big,University of Connecticut,2005-06,32,,,,0.403,,,0.439,,,0.326,,,0.868,,,,,,,,,,,,,,,,,,,,,,,
2006,3,Adam Morrison,21.349,80,Big,Gonzaga University,2005-06,33,1205,10.2,20.5,0.496,7.7,14.7,0.523,2.5,5.7,0.428,8,10.3,0.772,6,1.9,1.2,0.4,,,30.7,161,3278,1200,342,222,0.373,0.331,0.71,20.4,7.5,2.1,1.4,-1.4,-0.021,-5.5,-2.9
