Year,OverallPick,Name,age,height,pos,COLLEGE,SEASON,ncaaG,ncaaMP,ncaaFGM,ncaaFGA,ncaaFGPER,ncaaM2PM,ncaa2PA,ncaa2PER,ncaa3PM,ncaa3PA,ncaa3PER,ncaaFTM,ncaaFTA,ncaaFTPER,ncaaTRB,ncaaAST,ncaaSTL,ncaaBLK,ncaaTOV,ncaaPF,ncaaPTS,nbaG,nbaMP,nbaPTS,nbaTRB,nbaAST,nbaFGPER,nba3PER,nbaFTPER,nbaMP_G,nbaPTS_G,nbaTRB_G,nbaAST_G,nbaWS,nbaWS_48,nbaBPM,nbaVORP
2015,28,R.J. Hunter,21.249,78,Guard,Georgia State University,2014-15,35,1294,6.3,15.9,0.395,3.8,7.8,0.488,2.5,8.1,0.305,6.2,7.1,0.878,5.1,3.9,2.3,1.1,2.4,2.6,21.3,39,324,97,38,13,0.364,0.297,0.857,8.3,2.5,1,0.3,0.3,0.041,-3.7,-0.1
2015,11,Myles Turner,19.097,83,Big,University of Texas at Austin,2014-15,34,755,6.2,13.6,0.455,5.3,10.3,0.513,0.9,3.3,0.274,5,5.9,0.839,11.8,1.1,0.5,4.7,2.5,4.3,18.3,141,3908,1792,919,147,0.506,0.333,0.785,27.7,12.7,6.5,1,11.1,0.136,0.8,2.7
2015,2,D'Angelo Russell,19.127,77,Guard,Ohio State University,2014-15,35,1188,7.8,17.3,0.449,4.6,9.6,0.479,3.2,7.8,0.411,4,5.3,0.756,6.7,5.9,1.9,0.4,3.4,2.5,22.7,143,4070,2038,496,569,0.408,0.351,0.759,28.5,14.3,3.5,4,1.3,0.015,-1.2,0.8
2015,58,J.P. Tokoto,21.288,78,Big,University of North Carolina,2014-15,38,1106,4.2,9.8,0.428,3.8,8.6,0.435,0.4,1.2,0.375,2.6,4.2,0.615,7.7,5.9,2,0.5,3.1,3.3,11.4,,,,,,,,,,,,,,,,
2015,1,Karl-Anthony Towns,19.227,83,Big,University of Kentucky,2014-15,39,822,7.1,12.5,0.566,7,12.1,0.577,0.1,0.4,0.25,5.3,6.5,0.813,12.7,2.1,0.9,4.3,2.6,5.6,19.5,164,5657,3564,1865,381,0.542,0.361,0.824,34.5,21.7,11.4,2.3,20.9,0.178,4,8.5
2015,49,Aaron White,22.293,81,Big,University of Iowa,2014-15,34,1070,6.4,12.3,0.521,5.6,10.1,0.558,0.8,2.2,0.356,7.3,8.9,0.819,9.3,1.8,1.7,0.6,1.5,2,20.9,,,,,,,,,,,,,,,,
2015,17,Rashad Vaughn,18.317,78,Guard,University of Nevada Las Vegas,2014-15,23,742,7.8,17.7,0.439,4.9,10.1,0.481,2.9,7.6,0.383,3.7,5.3,0.694,6,1.9,1,0.4,2.7,2.9,22.1,111,1459,359,137,62,0.327,0.303,0.7,13.1,3.2,1.2,0.6,-0.8,-0.026,-5.7,-1.4
2015,7,Emmanuel Mudiay,19.116,13,,,,,,,,,,,,,,,,,,,,,,,,,3474,1475,412,589,0.369,0.318,0.721,28.2,12,3.3,4.8,-1.9,-0.027,-4.1,-1.8,
2015,8,Stanley Johnson,19.031,78,Big,University of Arizona,2014-15,38,1081,6.4,14.4,0.446,4.8,10.1,0.478,1.6,4.3,0.371,4.9,6.6,0.742,9.1,2.3,2.1,0.6,3,3.7,19.4,150,3058,932,495,223,0.367,0.301,0.748,20.4,6.2,3.3,1.5,1,0.016,-2.3,-0.2
2015,51,Tyler Harvey,21.348,76,Guard,Eastern Washington University,2014-15,32,1182,7.8,16.6,0.469,3.5,6.5,0.528,4.3,10.1,0.431,5.1,6,0.852,3.9,2.8,1.2,0.1,2.2,2,25,,,,,,,,,,,,,,,,
2015,43,Joseph Young,23.003,74,Guard,University of Oregon,2014-15,36,1322,8,17.9,0.448,5.3,10.2,0.516,2.8,7.7,0.357,3.8,4.1,0.925,4.8,4.1,1.2,0,2.6,1.5,22.5,74,519,222,67,80,0.365,0.217,0.775,7,3,0.9,1.1,-0.1,-0.012,-5.9,-0.5
2015,59,Dimitrios Agravanis,20.192,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,50,Marcus Eriksson,21.207,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,3,Jahlil Okafor,19.197,83,Big,Duke University,2014-15,38,1143,9.8,14.7,0.664,9.8,14.7,0.664,0,0,,3.5,6.8,0.51,11.3,1.7,1,1.9,3.3,2.8,23,103,2725,1518,613,123,0.51,0.167,0.679,26.5,14.7,6,1.2,2.4,0.043,-3.8,-1.2
2015,26,Nikola Milutinov,20.182,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,37,Richaun Holmes,21.258,80,Big,Bowling Green State University,2014-15,31,892,7.4,13.1,0.563,6.6,11.2,0.588,0.8,1.9,0.419,4.9,6.9,0.712,11.1,1.2,1,3.7,2.7,3.5,20.5,108,1895,846,446,91,0.543,0.289,0.695,17.5,7.8,4.1,0.8,5.3,0.133,0.7,1.3
2015,29,Chris McCullough,20.145,82,Big,Syracuse University,2014-15,16,450,4.8,10,0.478,4.7,10,0.473,0.1,0.1,1,3.6,6.3,0.563,9.8,1.6,2.4,2.9,3.1,3.6,13.2,40,442,148,87,11,0.426,0.341,0.5,11.1,3.7,2.2,0.3,0.4,0.049,-1.6,0
2015,9,Frank Kaminsky,22.087,85,Big,University of Wisconsin,2014-15,39,1311,8.1,14.9,0.547,6.9,11.8,0.581,1.3,3.1,0.416,4.8,6.1,0.78,9.8,3.1,1,1.7,1.9,2,22.3,156,3662,1480,671,260,0.403,0.331,0.743,23.5,9.5,4.3,1.7,5.6,0.073,-1.4,0.6
2015,56,Branden Dawson,22.149,78,Guard,Michigan State University,2014-15,35,1055,6.9,12.9,0.535,6.9,12.9,0.535,0,0,,1.9,3.9,0.49,12.1,2.2,1.6,2.2,2.5,2.7,15.7,6,29,5,4,0,0.4,,1,4.8,0.8,0.7,0,0,0.069,-6.6,0
2015,42,Olivier Hanlan,22.135,76,Guard,Boston College,2014-15,32,1204,7.5,16.5,0.454,5.3,10.4,0.513,2.2,6.1,0.353,3.7,4.8,0.759,4.5,4.5,1.4,0,2.8,2.3,20.8,,,,,,,,,,,,,,,,
2015,41,Pat Connaughton,22.175,77,Guard,University of Notre Dame,2014-15,38,1351,4.9,10.5,0.466,2.2,4,0.537,2.8,6.5,0.423,1.5,1.9,0.781,8.3,1.7,0.8,1.1,1.3,2.2,14.1,73,459,134,84,38,0.413,0.407,0.857,6.3,1.8,1.2,0.5,0.4,0.039,-4.3,-0.3
2014,34,Cleanthony Early,23.076,80,Big,Wichita State University,2013-14,36,986,7.6,15.7,0.484,4.9,8.5,0.579,2.7,7.2,0.373,6.1,7.3,0.844,8.6,1.1,1.2,1.1,2.8,3.4,24,56,801,241,123,42,0.346,0.263,0.75,14.3,4.3,2.2,0.8,-0.6,-0.039,-5.7,-0.8
2014,35,Jarnell Stokes,20.175,80,Big,University of Tennessee,2013-14,37,1199,6.6,12.5,0.531,6.6,12.5,0.531,0,0,,5.3,7.7,0.696,13.1,2.5,0.9,1.1,2.6,2.4,18.6,28,151,67,40,7,0.581,,0.531,5.4,2.4,1.4,0.3,0.6,0.202,1,0.1
2014,3,Joel Embiid,20.107,85,Big,University of Kansas,2013-14,28,647,6.6,10.6,0.626,6.6,10.3,0.639,0.1,0.3,0.2,6.1,8.8,0.685,14,2.3,1.5,4.5,4.1,5.8,19.4,31,786,627,243,66,0.466,0.367,0.783,25.4,20.2,7.8,2.1,1.9,0.117,3.2,1
2014,13,Zach LaVine,19.113,77,Guard,University of California Los Angeles,2013-14,37,904,5.6,12.7,0.441,3.5,7.1,0.494,2.1,5.7,0.375,2.1,3,0.691,4.2,2.9,1.5,0.3,1.9,3.2,15.4,206,5945,2817,601,666,0.445,0.378,0.821,28.9,13.7,2.9,3.2,4.9,0.039,-2,-0.1
2014,39,Jerami Grant,20.111,80,Big,Syracuse University,2013-14,32,1005,5.3,10.7,0.496,5.3,10.5,0.506,0,0.2,,4.8,7.1,0.674,8.6,1.8,1,0.7,1.5,3,15.4,222,4974,1597,765,260,0.412,0.304,0.628,22.4,7.2,3.4,1.2,5.6,0.054,-2.1,-0.1
2014,15,Adreian Payne,23.133,82,Big,Michigan State University,2013-14,31,870,8.2,16.3,0.503,6.2,11.5,0.536,2,4.8,0.423,5,6.3,0.79,10.3,1.9,0.7,1.3,2.9,3.7,23.4,102,1360,408,306,66,0.399,0.232,0.67,13.3,4,3,0.6,-0.7,-0.026,-5.5,-1.2
2014,42,Nick Johnson,21.191,75,Guard,University of Arizona,2013-14,38,1257,6.5,15.1,0.432,4.6,9.7,0.469,2,5.4,0.367,4.6,6,0.781,4.9,3.4,1.4,0.8,2,2.4,19.7,28,262,74,39,11,0.347,0.238,0.68,9.4,2.6,1.4,0.4,-0.1,-0.02,-7.3,-0.3
2014,1,Andrew Wiggins,19.128,80,Guard,University of Kansas,2013-14,35,1148,6.6,14.7,0.448,5.1,10.3,0.493,1.5,4.4,0.341,6.1,7.9,0.775,7.1,1.9,1.4,1.2,2.8,3.3,20.8,245,8862,4995,994,523,0.45,0.329,0.76,36.2,20.4,4.1,2.1,10.4,0.056,-2.4,-0.8
2014,18,Tyler Ennis,19.311,74,Guard,Syracuse University,2013-14,34,1215,4.9,11.9,0.411,3.9,9.1,0.429,1,2.8,0.353,3.8,4.9,0.765,3.8,6.2,2.3,0.2,1.9,2.3,14.5,132,1653,555,156,254,0.419,0.342,0.773,12.5,4.2,1.2,1.9,0.5,0.014,-5.2,-1.3
2014,14,T.J. Warren,20.299,80,Big,North Carolina State University,2013-14,35,1238,11.1,21.1,0.525,10,17.3,0.58,1,3.7,0.267,5,7.3,0.69,8.1,1.3,2,0.7,2.7,3.1,28.1,153,3732,1711,571,144,0.502,0.312,0.751,24.4,11.2,3.7,0.9,7.4,0.095,-0.8,1.1
2014,44,Markel Brown,22.154,75,Guard,Oklahoma State University,2013-14,34,1201,6.3,13.4,0.473,4.5,8.6,0.525,1.8,4.8,0.379,5,6.5,0.768,6,3.3,1.1,1.2,1.8,2.9,19.5,109,1763,579,229,130,0.382,0.297,0.781,16.2,5.3,2.1,1.2,1.1,0.031,-2.7,-0.3
2014,40,Glenn Robinson III,20.174,78,Big,University of Michigan,2013-14,37,1194,6.1,12.5,0.488,5,8.9,0.562,1.1,3.6,0.306,2.9,3.9,0.757,5.5,1.5,1.2,0.4,1.5,1.8,16.2,149,2195,663,352,84,0.448,0.376,0.698,14.7,4.4,2.4,0.6,3.4,0.075,-2.3,-0.2
2014,45,Dwight Powell,22.347,82,Big,Stanford University,2013-14,36,1167,6,13,0.462,5.7,11.7,0.485,0.3,1.3,0.256,5,7.2,0.687,8.5,3.8,1.6,1,3.6,3.9,17.3,175,2561,1005,630,102,0.501,0.257,0.75,14.6,5.7,3.6,0.6,8.3,0.156,0.5,1.6
2014,11,Doug McDermott,22.18,80,Big,Creighton University,2013-14,35,1181,11.2,21.2,0.526,7.9,14,0.567,3.3,7.2,0.449,6,7,0.864,8.3,1.9,0.3,0.2,2.1,2.3,31.6,183,3690,1465,417,123,0.446,0.394,0.836,20.2,8,2.3,0.7,5.4,0.07,-3.7,-1.6
2014,10,Elfrid Payton,20.129,75,Guard,University of Louisiana at Lafayette,2013-14,35,1258,7.5,14.8,0.509,7.1,13.1,0.541,0.4,1.7,0.259,5.9,9.6,0.609,6.7,6.6,2.5,0.7,4,2.6,21.4,237,7046,2555,997,1530,0.446,0.289,0.611,29.7,10.8,4.2,6.5,8.9,0.061,-0.4,2.9
2014,27,Bogdan Bogdanovic,21.317,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,19,Gary Harris,19.29,76,Guard,Michigan State University,2013-14,35,1131,6.9,16.1,0.429,4,8,0.507,2.9,8.1,0.352,4.1,5,0.81,5,3.3,2.2,0.5,2.1,2.6,20.7,188,4940,1971,462,340,0.46,0.356,0.79,26.3,10.5,2.5,1.8,7.9,0.077,0,2.5
2014,20,Bruno Caboclo,18.283,13,,,,,,,,,,,,,,,,,,,,,,,,,106,27,14,5,0.275,0.313,,4.6,1.2,0.6,0.2,-0.3,-0.143,-8.5,-0.2,
2014,26,P.J. Hairston,21.189,13,,University of North Carolina,,,,,,,,,,,,,,,,,,,,,,,2000,664,266,59,0.343,0.295,0.81,18,6,2.4,0.5,0.9,0.021,-3.9,-1,
2014,56,Roy Devyn Marble,21.283,78,Guard,University of Iowa,2013-14,33,995,7.4,17.5,0.42,5.3,11.5,0.456,2.1,6,0.349,5.7,8,0.714,4.3,4.7,2.4,0.3,2.3,2.6,22.5,44,457,97,69,29,0.304,0.222,0.375,10.4,2.2,1.6,0.7,-0.3,-0.028,-5,-0.3
2014,9,Noah Vonleh,18.311,82,Big,Indiana University,2013-14,30,794,5.7,10.9,0.523,4.9,9.2,0.53,0.8,1.7,0.485,4.8,6.8,0.716,13.6,0.9,1.3,2.1,3.2,4.1,17,177,2698,693,778,65,0.444,0.291,0.678,15.2,3.9,4.4,0.4,3.4,0.061,-4.1,-1.4
2014,59,Xavier Thames,23.164,75,Guard,San Diego State University,2013-14,36,1126,6.7,16.2,0.411,4.5,10.4,0.432,2.2,5.8,0.374,7,8.3,0.834,3.7,4.1,2.1,0.2,1.8,2.5,22.5,,,,,,,,,,,,,,,,
2014,8,Nik Stauskas,20.267,78,Guard,University of Michigan,2013-14,36,1281,5.8,12.3,0.47,2.9,5.8,0.5,2.9,6.5,0.442,5.2,6.4,0.824,3.3,3.7,0.6,0.3,2.1,1.5,19.7,226,5124,1692,497,393,0.386,0.343,0.807,22.7,7.5,2.2,1.7,2.4,0.022,-3.2,-1.5
2014,23,Rodney Hood,21.254,80,Big,Duke University,2013-14,35,1150,6.6,14.3,0.464,4.2,8.5,0.494,2.5,5.9,0.42,3.8,4.7,0.807,4.8,2.6,0.9,0.3,1.9,3.2,19.5,188,5198,2330,586,392,0.415,0.364,0.818,27.6,12.4,3.1,2.1,10.7,0.099,-0.2,2.3
2014,53,Alessandro Gentile,21.231,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,43,Walter Tavares,22.101,13,,,,,,,,,,,,,,,,,,,,,,,,,101,33,32,4,0.625,,0.273,7.8,2.5,2.5,0.3,0.2,0.118,-0.6,0,
2014,6,Marcus Smart,20.117,76,Guard,Oklahoma State University,2013-14,31,1014,6.4,15.2,0.422,4.5,8.8,0.514,1.9,6.5,0.299,7.2,9.9,0.728,7.2,5.8,3.5,0.7,3.2,3.6,22,207,5874,1916,783,757,0.358,0.291,0.762,28.4,9.3,3.8,3.7,9,0.073,0.4,3.6
2014,57,Louis Labeyrie,22.141,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,24,Shabazz Napier,22.353,73,Guard,University of Connecticut,2013-14,40,1404,6.1,14.1,0.429,3.6,8,0.448,2.5,6.1,0.405,5.9,6.8,0.87,6.7,5.6,2.1,0.4,3.2,2.4,20.5,159,2124,682,229,294,0.373,0.354,0.767,13.4,4.3,1.4,1.8,1.2,0.027,-3.2,-0.6
2014,12,Dario Saric,20.084,13,,,,,,,,,,,,,,,,,,,,,,,,,2129,1040,514,182,0.411,0.311,0.782,26.3,12.8,6.3,2.2,1,0.023,-2.2,-0.1,
2014,30,Kyle Anderson,20.284,81,Big,University of California Los Angeles,2013-14,36,1196,8.6,18,0.48,7.3,15.2,0.48,1.3,2.8,0.483,6.5,8.9,0.737,15,11.1,3.1,1.3,5.3,2.9,25.2,2623,670,524,242,0.442,0.341,0.753,14.3,3.7,2.9,1.3,6.5,0.119,1.1,2.1,
2014,48,Lamar Patterson,22.324,77,Guard,University of Pittsburgh,2013-14,36,1174,6.9,15.6,0.441,4.2,8.6,0.484,2.7,7,0.388,4.5,6,0.754,6,5.2,1.7,0.4,3.2,2.5,21,40,435,93,57,45,0.326,0.236,0.72,10.9,2.3,1.4,1.1,0.1,0.006,-5.5,-0.4
2014,22,Jordan Adams,19.358,77,Guard,University of California Los Angeles,2013-14,36,1082,7.7,15.9,0.485,5.8,10.5,0.551,1.9,5.4,0.356,5.8,7,0.836,7.1,3.1,3.5,0.2,2,2.9,23.1,32,263,101,30,19,0.402,0.385,0.607,8.2,3.2,0.9,0.6,0.4,0.07,-0.5,0.1
2014,41,Nikola Jokic,19.132,13,,,,,,,,,,,,,,,,,,,,,,,,,3771,2017,1275,547,0.55,0.327,0.818,24.6,13.2,8.3,3.6,16.3,0.207,6.6,8.2,
2014,2,Jabari Parker,19.108,80,Big,Duke University,2013-14,35,1074,8.8,18.6,0.473,7.4,14.6,0.504,1.4,3.9,0.358,6,8,0.748,11.4,1.5,1.4,1.6,3,3.1,25,152,4874,2403,847,314,0.491,0.341,0.748,32.1,15.8,5.6,2.1,9,0.089,-1.3,0.9
2014,17,James Young,18.319,78,Guard,University of Kentucky,2013-14,40,1296,5.6,13.9,0.407,3.1,6.6,0.47,2.5,7.3,0.349,3.9,5.5,0.706,5.3,2.1,0.9,0.2,2.3,2.6,17.7,89,751,202,94,26,0.367,0.276,0.548,8.4,2.3,1.1,0.3,0.7,0.047,-3.8,-0.3
2014,28,C.J. Wilcox,23.184,77,Guard,University of Washington,2013-14,32,1116,7.1,15.6,0.453,3.8,7.3,0.522,3.2,8.2,0.391,3.7,4.2,0.873,4.3,2.9,1.1,1.1,1.9,2.7,21,66,376,132,31,30,0.37,0.333,0.813,5.7,2,0.5,0.5,0.1,0.007,-5.2,-0.3
2014,37,DeAndre Daniels,22.077,81,Big,University of Connecticut,2013-14,38,1103,6.8,14.5,0.469,5,10.2,0.491,1.8,4.4,0.417,2.5,3.2,0.787,8.3,0.6,0.9,2,2,3.3,18,,,,,,,,,,,,,,,,
2014,46,Jordan Clarkson,22.024,77,Guard,University of Missouri,2013-14,35,1228,6.8,15.2,0.448,5.8,11.5,0.501,1,3.7,0.281,5.3,6.4,0.831,4.4,3.8,1.2,0.2,3,2.5,19.9,220,6425,3133,750,611,0.441,0.334,0.809,29.2,14.2,3.4,2.8,5.7,0.042,-1.7,0.5
2014,49,Cameron Bairstow,23.207,81,Big,University of New Mexico,2013-14,34,1119,8.5,15.2,0.556,8.4,15.1,0.558,0,0.1,0.333,7.8,10.7,0.735,9,1.9,0.7,1.8,2.4,2.6,24.8,36,167,44,36,7,0.296,0.2,0.846,4.6,1.2,1,0.2,-0.1,-0.021,-7.7,-0.2
2014,32,K.J. McDaniels,21.142,78,Big,Clemson University,2013-14,36,1212,6.9,15,0.459,5.5,10.5,0.527,1.4,4.6,0.304,5.1,6,0.842,8.4,1.9,1.4,3.3,2.7,2.6,20.3,148,2092,782,324,95,0.412,0.29,0.776,14.1,5.3,2.2,0.6,1.3,0.03,-3.3,-0.7
2014,58,Jordan McRae,23.096,77,Guard,University of Tennessee,2013-14,37,1190,7.5,17.2,0.436,4.8,9.6,0.502,2.7,7.6,0.351,5.6,7.1,0.788,4.3,3.1,0.8,1.3,2.6,2.6,23.3,59,579,260,60,44,0.404,0.384,0.774,9.8,4.4,1,0.7,0.5,0.043,-5.8,-0.5
2014,54,Nemanja Dangubic,21.079,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,7,Julius Randle,19.214,81,Big,University of Kentucky,2013-14,40,1233,6.4,12.7,0.501,6.3,12.1,0.517,0.1,0.6,0.167,6.6,9.4,0.706,13.5,1.8,0.6,1,3.3,3,19.4,156,4432,1896,1465,408,0.457,0.273,0.717,28.4,12.2,9.4,2.6,5.1,0.055,-1.9,0.1
2014,60,Cory Jefferson,23.188,81,Big,Baylor University,2013-14,38,1103,6.7,13.3,0.5,6.2,12,0.515,0.5,1.4,0.368,5,7.8,0.64,11.3,1.3,0.5,1.8,1.8,3,18.8,58,581,205,161,16,0.444,0.125,0.583,10,3.5,2.8,0.3,0.9,0.071,-4.6,-0.4
2014,29,Josh Huestis,22.195,79,Big,Stanford University,2013-14,36,1266,4.9,10.9,0.451,4.1,8.5,0.483,0.8,2.4,0.338,2,3.2,0.627,9.3,1.4,0.7,2.2,1.4,2.4,12.7,7,86,28,19,3,0.478,0.6,0,12.3,4,2.7,0.4,0.2,0.102,-2.7,0
2014,33,Joe Harris,22.298,13,,University of Virginia,,,,,,,,,,,,,,,,,,,,,,,1646,567,191,82,0.418,0.379,0.688,15.2,5.3,1.8,0.8,0.9,0.027,-3.5,-0.6,
2014,50,Alec Brown,21.343,85,Big,University of Wisconsin-Green Bay,2013-14,30,909,7.3,15.3,0.476,5.4,10.9,0.498,1.8,4.4,0.42,3.9,5.3,0.727,7.5,1.3,0.7,4.1,2.9,2.9,20.2,,,,,,,,,,,,,,,,
2014,31,Damien Inglis,19.042,13,,,,,,,,,,,,,,,,,,,,,,,,,156,36,31,10,0.351,0.231,0.875,7.8,1.8,1.6,0.5,-0.1,-0.024,-6.4,-0.2,
2014,5,Dante Exum,18.353,13,,,,,,,,,,,,,,,,,,,,,,,,,3045,805,263,310,0.385,0.308,0.743,20.6,5.4,1.8,2.1,1.1,0.017,-3.3,-1,
2014,21,Mitch McGary,22.025,82,Big,University of Michigan,2013-14,8,198,6.1,11.1,0.545,6.1,10.7,0.566,0,0.4,,3.2,4.8,0.667,13.3,2.4,3,1.2,2.6,5.1,15.4,52,557,227,183,17,0.527,0,0.58,10.7,4.4,3.5,0.3,1.3,0.108,-3.1,-0.2
2014,51,Thanasis Antetokounmpo,21.349,13,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1,0,0.75,0,,3,3,0.5,0,0,0.291,-4.1,0,
2014,36,Johnny O'Bryant III,21.03,81,Big,Louisiana State University,2013-14,34,1020,7.9,16,0.494,7.9,15.9,0.495,0,0.1,0.333,4.6,7.3,0.634,10.3,2.2,0.7,1.2,4.2,4.2,20.5,111,1305,338,259,55,0.404,0.571,0.603,11.8,3,2.3,0.5,-0.1,-0.003,-6.7,-1.5
2014,25,Clint Capela,20.044,13,,,,,,,,,,,,,,,,,,,,,,,,,3112,1392,1056,113,0.614,0,0.433,20.2,9,6.9,0.7,10.4,0.161,0.5,2,
2014,16,Jusuf Nurkic,19.312,13,,,,,,,,,,,,,,,,,,,,,,,,,3041,1351,1024,211,0.469,0,0.601,19.1,8.5,6.4,1.3,3.9,0.062,-0.6,1.1,
2014,4,Aaron Gordon,18.288,81,Big,University of Arizona,2013-14,38,1187,6.4,12.9,0.495,5.8,11.4,0.513,0.5,1.5,0.356,2.6,6.1,0.422,10.2,2.5,1.1,1.3,1.9,3,15.8,205,4958,1981,1081,311,0.46,0.289,0.699,24.2,9.7,5.3,1.5,10.1,0.097,-0.1,2.4
2014,47,Russ Smith,23.074,73,Guard,University of Louisville,2013-14,37,1084,8.3,17.7,0.468,5.7,11.1,0.517,2.6,6.7,0.387,5.6,8,0.705,4.5,6.3,2.7,0.1,3.9,3.4,24.8,27,131,53,15,19,0.319,0.188,0.769,4.9,2,0.6,0.7,-0.2,-0.068,-6.4,-0.1
2014,38,Spencer Dinwiddie,21.086,78,Guard,University of Colorado,2013-14,17,529,4.6,9.9,0.466,2.6,5.1,0.515,2,4.8,0.413,7.7,9,0.857,3.9,4.8,2,0.3,2.3,2.4,18.9,105,1948,635,229,311,0.389,0.29,0.779,18.6,6,2.2,3,3,0.074,-2,0
2014,52,Vasilije Micic,20.169,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,55,Semaj Christon,21.242,75,Guard,Xavier University,2013-14,34,1200,6.7,14,0.479,6.1,12.4,0.491,0.6,1.6,0.388,5.2,7.8,0.668,3,4.7,1.5,0.3,3,2.4,19.3,64,973,183,88,130,0.345,0.19,0.548,15.2,2.9,1.4,2,0.1,0.006,-6.3,-1.1
2013,8,Kentavious Caldwell-Pope,20.134,77,Guard,University of Georgia,2012-13,32,1086,6.9,15.8,0.433,3.8,7.6,0.498,3.1,8.3,0.373,5,6.2,0.799,8.3,2.1,2.4,0.6,2.4,2.6,21.8,314,9488,3665,941,495,0.405,0.334,0.785,30.2,11.7,3,1.6,14.5,0.073,-0.1,4.6
2013,44,Mike Muscala,22.002,83,Big,Bucknell University,2012-13,34,1079,8.4,16.5,0.509,8.3,15.9,0.519,0.1,0.6,0.25,6.6,8.4,0.789,14,2.9,0.6,3,2.2,2.7,23.6,190,2519,903,528,161,0.505,0.385,0.817,13.3,4.8,2.8,0.8,7,0.134,0.3,1.4
2013,21,Gorgui Dieng,23.166,83,Big,University of Louisville,2012-13,33,1026,4.9,9.1,0.534,4.9,9.1,0.534,0,0,,2.8,4.4,0.652,12.1,2.6,1.7,3.2,2.3,3.3,12.6,297,7884,2639,2141,486,0.511,0.343,0.786,26.5,8.9,7.2,1.6,18.7,0.114,2,8
2013,17,Dennis Schroder,19.29,13,,,,,,,,,,,,,,,,,,,,,,,,,6263,3244,676,1258,0.433,0.331,0.818,22,11.4,2.4,4.4,7.6,0.058,-2.1,-0.1,
2013,50,James Ennis,23.002,79,Guard,California State University Long Beach,2012-13,33,1093,6.7,13.6,0.491,4.6,7.9,0.585,2,5.6,0.357,4.6,5.5,0.834,8.1,2.6,2.1,1.6,3.6,2.7,19.9,148,2881,900,477,133,0.442,0.372,0.798,19.5,6.1,3.2,0.9,6,0.1,-0.3,1.3
2013,56,Peyton Siva,22.252,73,Guard,University of Louisville,2012-13,40,1247,4.5,11,0.404,3.2,6.8,0.476,1.2,4.2,0.288,2.7,3.1,0.867,3,7.3,2.9,0.2,3.4,3.3,12.9,24,224,54,14,34,0.316,0.28,0.733,9.3,2.3,0.6,1.4,-0.2,-0.032,-7.3,-0.3
2013,7,Ben McLemore,20.141,77,Guard,University of Kansas,2012-13,37,1191,6.6,13.4,0.495,4.2,7.6,0.553,2.5,5.8,0.42,4,4.6,0.87,6.4,2.5,1.2,0.8,2.6,2.3,19.8,293,7476,2742,754,352,0.417,0.352,0.78,25.5,9.4,2.6,1.2,3.9,0.025,-2.6,-1.2
2013,19,Sergey Karasev,19.249,13,,,,,,,,,,,,,,,,,,,,,,,,,1110,287,140,87,0.395,0.282,0.842,11.7,3,1.5,0.9,0.8,0.036,-3.1,-0.3,
2013,25,Reggie Bullock,22.109,79,Guard,University of North Carolina,2012-13,35,1100,6.3,12.9,0.483,3.1,5.6,0.545,3.2,7.3,0.436,2,2.7,0.767,8.2,3.7,1.6,0.4,1.6,1.8,17.7,147,1629,447,236,76,0.393,0.355,0.8,11.1,3,1.6,0.5,2.5,0.073,-1.9,0
2013,13,Kelly Olynyk,22.075,85,Big,Gonzaga University,2012-13,32,845,10.2,16.2,0.629,9.8,14.8,0.66,0.4,1.4,0.3,6.2,8,0.776,11.1,2.6,1,1.7,3.6,3.4,27,278,5756,2628,1309,471,0.477,0.368,0.743,20.7,9.5,4.7,1.7,14.6,0.122,1.1,4.5
2013,24,Tim Hardaway,21.108,13,,University of Michigan,,,,,,,,,,,,,,,,,,,,,,,6574,3097,587,426,0.427,0.352,0.803,23.4,11,2.1,1.5,10.6,0.077,-2.1,-0.1,
2013,12,Steven Adams,19.347,85,Big,University of Pittsburgh,2012-13,32,749,5.3,9.3,0.571,5.3,9.3,0.571,0,0,,1.7,3.7,0.443,10.8,1.1,1.1,3.5,1.9,2.8,12.3,311,7371,2343,2003,257,0.568,0,0.571,23.7,7.5,6.4,0.8,19.9,0.13,0.9,5.3
2013,52,Lorenzo Brown,22.311,77,Guard,North Carolina State University,2012-13,33,1129,5,11.8,0.419,4.3,9.1,0.465,0.7,2.7,0.263,3.8,5,0.771,5.1,8.5,2.3,0.7,4,2.3,14.5,63,834,206,105,142,0.369,0.152,0.667,13.2,3.3,1.7,2.3,-0.2,-0.013,-4.2,-0.5
